Feature,BAF_Score,BAF_Rank
concave_points3,0.1111111111111111,1
concave_points1,0.1111111111111111,2
perimeter3,0.1111111111111111,3
area3,0.1111111111111111,4
radius3,0.1111111111111111,5
perimeter1,0.1111111111111111,6
concavity1,0.1111111111111111,7
area1,0.1111111111111111,8
radius1,0.1111111111111111,9
